"","teamC","teamC_gs","teamC_gc","teamC_di","teamC_pts","teamD","teamD_gs","teamD_gc","teamD_di","teamD_pts","teamA","teamA_gs","teamA_gc","teamA_di","teamA_pts","teamB","teamB_gs","teamB_gc","teamB_di","teamB_pts","teamB.1","teamB_gs.1","teamB_gc.1","teamB_di.1","teamB_pts.1","teamA.1","teamA_gs.1","teamA_gc.1","teamA_di.1","teamA_pts.1","teamD.1","teamD_gs.1","teamD_gc.1","teamD_di.1","teamD_pts.1","teamC.1","teamC_gs.1","teamC_gc.1","teamC_di.1","teamC_pts.1","teamE","teamE_gs","teamE_gc","teamE_di","teamE_pts","teamF","teamF_gs","teamF_gc","teamF_di","teamF_pts","teamG","teamG_gs","teamG_gc","teamG_di","teamG_pts","teamH","teamH_gs","teamH_gc","teamH_di","teamH_pts","teamF.1","teamF_gs.1","teamF_gc.1","teamF_di.1","teamF_pts.1","teamE.1","teamE_gs.1","teamE_gc.1","teamE_di.1","teamE_pts.1","teamH.1","teamH_gs.1","teamH_gc.1","teamH_di.1","teamH_pts.1","teamG.1","teamG_gs.1","teamG_gc.1","teamG_di.1","teamG_pts.1"
"1st","France",8,3,5,6,"Croatia",5,3,2,6,"Russia",8,2,6,9,"Spain",5,5,0,4,"Portugal",8,3,5,9,"Uruguay",11,5,6,6,"Iceland",4,3,1,6,"Peru",4,3,1,5,"Brazil",9,3,6,9,"Mexico",7,7,0,7,"Belgium",6,4,2,7,"Senegal",5,2,3,4,"Germany",10,3,7,7,"Costa Rica",4,6,-2,4,"Colombia",5,4,1,9,"England",4,2,2,6
